0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 
0.000000 0.001184 0.000000 -0.001974 0.000790 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001184 0.000000 -0.001974 0.000790 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000877 0.000000 0.000000 
0.000000 0.002369 0.000000 -0.003948 0.001579 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002369 0.000000 -0.003948 0.001579 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.001755 0.000000 0.000000 
0.000000 0.003553 0.000000 -0.005922 0.002369 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003553 0.000000 -0.005922 0.002369 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.002632 0.000000 0.000000 
0.000000 0.004737 0.000000 -0.007896 0.003158 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.004737 0.000000 -0.007896 0.003158 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.003509 0.000000 0.000000 
0.000000 0.005922 0.000000 -0.009869 0.003948 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005922 0.000000 -0.009869 0.003948 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.004386 0.000000 0.000000 
0.000000 0.007106 0.000000 -0.011843 0.004737 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.007106 0.000000 -0.011843 0.004737 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.005264 0.000000 0.000000 
0.000000 0.008290 0.000000 -0.013817 0.005527 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.008290 0.000000 -0.013817 0.005527 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.006141 0.000000 0.000000 
0.000000 0.009474 0.000000 -0.015791 0.006316 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.009474 0.000000 -0.015791 0.006316 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.007018 0.000000 0.000000 
0.000000 0.010659 0.000000 -0.017764 0.007106 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.010659 0.000000 -0.017764 0.007106 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.007895 0.000000 0.000000 
0.000000 0.011843 0.000000 -0.019738 0.007895 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.011843 0.000000 -0.019738 0.007895 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.008772 0.000000 0.000000 
0.000000 0.013027 0.000000 -0.021711 0.008684 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.013027 0.000000 -0.021711 0.008684 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.009649 0.000000 0.000000 
0.000000 0.014211 0.000000 -0.023685 0.009474 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.014211 0.000000 -0.023685 0.009474 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.010526 0.000000 0.000000 
0.000000 0.015395 0.000000 -0.025658 0.010263 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.015395 0.000000 -0.025658 0.010263 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.011403 0.000000 0.000000 
0.000000 0.016579 0.000000 -0.027631 0.011052 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.016579 0.000000 -0.027631 0.011052 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.012280 0.000000 0.000000 
0.000000 0.017762 0.000000 -0.029604 0.011842 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.017762 0.000000 -0.029604 0.011842 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.013157 0.000000 0.000000 
0.000000 0.018946 0.000000 -0.031577 0.012631 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.018946 0.000000 -0.031577 0.012631 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.014034 0.000000 0.000000 
0.000000 0.020130 0.000000 -0.033550 0.013420 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.020130 0.000000 -0.033550 0.013420 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.014911 0.000000 0.000000 
0.000000 0.021313 0.000000 -0.035522 0.014209 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.021313 0.000000 -0.035522 0.014209 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.015788 0.000000 0.000000 
0.000000 0.022497 0.000000 -0.037495 0.014998 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.022497 0.000000 -0.037495 0.014998 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.016664 0.000000 0.000000 
0.000000 0.023680 0.000000 -0.039467 0.015787 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.023680 0.000000 -0.039467 0.015787 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.017541 0.000000 0.000000 
0.000000 0.024863 0.000000 -0.041439 0.016576 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.024863 0.000000 -0.041439 0.016576 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.018417 0.000000 0.000000 
0.000000 0.026047 0.000000 -0.043411 0.017364 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.026047 0.000000 -0.043411 0.017364 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.019294 0.000000 0.000000 
0.000000 0.027230 0.000000 -0.045383 0.018153 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.027230 0.000000 -0.045383 0.018153 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.020170 0.000000 0.000000 
