0 0 0 0 0 0 0 0 0 0
0.005 4.02592e-06 -0.000357909 -4.39621e-06 0.00106802 2.33492e-06 -0.000710108 1.21357e-06 7.71062e-06 0
0.01 1.24804e-05 -0.0011095 -1.36281e-05 0.00331081 7.23811e-06 -0.00220131 3.76208e-06 2.31317e-05 0
0.015 2.13778e-05 -0.00190035 -2.33429e-05 0.00567088 1.23974e-05 -0.00377053 6.44428e-06 3.85525e-05 0
0.02 3.33523e-05 -0.00296431 -3.6415e-05 0.00884634 1.93379e-05 -0.00588203 1.00553e-05 5.39726e-05 0
0.025 4.01918e-05 -0.00357175 -4.38794e-05 0.0106595 2.33004e-05 -0.0070878 1.21173e-05 6.9392e-05 0
0.03 4.91184e-05 -0.00436424 -5.36196e-05 0.0130254 2.84698e-05 -0.0086612 1.48092e-05 8.48102e-05 0
0.035 5.80665e-05 -0.00515815 -6.33799e-05 0.015396 3.36481e-05 -0.0102379 1.7508e-05 0.000100227 0
0.04 6.70153e-05 -0.00595156 -7.31371e-05 0.0177657 3.88229e-05 -0.0118141 2.02074e-05 0.000115643 0
0.045 7.59649e-05 -0.00674439 -8.28906e-05 0.0201342 4.39934e-05 -0.0133898 2.29074e-05 0.000131056 0
0.05 8.49152e-05 -0.00753653 -9.26398e-05 0.0225014 4.91592e-05 -0.0149649 2.56081e-05 0.000146468 0
0.055 9.38664e-05 -0.00832793 -0.000102384 0.0248673 5.43196e-05 -0.0165393 2.83096e-05 0.000161877 0
0.06 0.000102819 -0.0091185 -0.000112123 0.0272315 5.94741e-05 -0.018113 3.10119e-05 0.000177284 0
0.065 0.000111772 -0.00990817 -0.000121857 0.0295939 6.46221e-05 -0.0196858 3.37151e-05 0.000192688 0
0.07 0.000120726 -0.0106968 -0.000131584 0.0319545 6.97631e-05 -0.0212577 3.64192e-05 0.000208089 0
0.075 0.0875828 0.00931148 -0.16354 -0.0113628 -0.0855845 0.117811 0.300305 0.000223487 0
0.08 0.000158784 -0.0122743 -0.00016309 0.0366812 6.73325e-05 -0.0244068 6.26697e-05 0.000238882 0
0.085 0.000169067 -0.0130625 -0.000173581 0.0390349 7.16151e-05 -0.0259723 6.675e-05 0.000254272 0
0.09 0.000179324 -0.0138469 -0.000184058 0.0413872 7.59037e-05 -0.0275401 7.08054e-05 0.000269659 0
0.095 0.000189581 -0.0146299 -0.000194526 0.0437368 8.01829e-05 -0.0291068 7.48618e-05 0.000285042 0
0.1 0.00019984 -0.0154114 -0.000204985 0.0460836 8.44521e-05 -0.0306721 7.89194e-05 0.00030042 0
0.105 0.0927672 0.00594183 -0.173033 -5.82348e-05 -0.0903717 0.117193 0.317901 0.000315794 0
0.11 0.000250387 -0.0169758 -0.000243725 0.0507856 7.41599e-05 -0.0338095 0.000118091 0.000331163 0
0.115 0.000261523 -0.0177557 -0.000254785 0.0531225 7.77328e-05 -0.0353665 0.00012307 0.000346527 0
0.12 0.000273145 -0.0185311 -0.000266022 0.0554575 8.1096e-05 -0.0369261 0.000128549 0.000361885 0
0.125 0.000284771 -0.0193046 -0.000277249 0.057789 8.4445e-05 -0.038484 0.000134034 0.000377238 0
0.13 0.100639 0.00402369 -0.187501 0.00747178 -0.0977654 0.122372 0.344658 0.000392585 0
0.135 0.000348302 -0.0208545 -0.000323521 0.0624639 6.59487e-05 -0.0416087 0.00018666 0.000407926 0
0.14 0.000360471 -0.0216256 -0.000335241 0.0647829 6.87088e-05 -0.0431566 0.00019273 0.00042326 0
0.145 0.000373556 -0.0223915 -0.000347301 0.0670997 7.10769e-05 -0.0447074 0.000199747 0.000438588 0
0.15 0.0971134 0.000197394 -0.1807 0.0185474 -0.0940512 0.11081 0.332338 0.00045391 0
0.155 0.00044465 -0.0239269 -0.000397865 0.0717461 4.77928e-05 -0.0478179 0.000260234 0.000469224 0
0.16 0.000457774 -0.0246891 -0.000410212 0.0740485 4.9788e-05 -0.0493581 0.000267328 0.000484531 0
0.165 0.0831777 -0.00537589 -0.154536 0.0327487 -0.0802845 0.08383 0.284327 0.000499831 0
0.17 0.000534006 -0.0264484 -0.000464999 0.0793806 2.64787e-05 -0.0529304 0.000331192 0.000515123 0
0.175 0.000543355 -0.0269723 -0.000473856 0.0809777 2.75651e-05 -0.0540035 0.000336346 0.000530407 0
0.18 0.0887705 -0.00624939 -0.164749 0.0367393 -0.0854949 0.0883577 0.303257 0.000545683 0
0.185 0.000622163 -0.0284827 -0.000529081 0.0855689 -1.06696e-06 -0.0570837 0.000404948 0.00056095 0
0.19 0.00063891 -0.0292276 -0.000543275 0.0878447 -1.22496e-06 -0.0586146 0.000415856 0.000576209 0
0.195 0.096277 -0.00660163 -0.17849 0.0396191 -0.0925113 0.096191 0.328751 0.000591458 0
0.2 0.000728277 -0.0307244 -0.000604674 0.0924102 -3.66261e-05 -0.0616823 0.000495464 0.000606699 0
0.205 0.000746338 -0.031461 -0.000619632 0.0946699 -3.76943e-05 -0.0632054 0.000507788 0.000621931 0
0.21 0.103958 -0.00686496 -0.192512 0.0423443 -0.0996437 0.104425 0.354819 0.000637152 0
0.215 0.000847127 -0.0329431 -0.000687706 0.099207 -8.04256e-05 -0.0662593 0.000599321 0.000652364 0
0.22 0.000866593 -0.0336709 -0.000703485 0.10145 -8.24691e-05 -0.0677741 0.000613167 0.000667566 0
0.225 0.111641 -0.00708048 -0.206488 0.0450071 -0.106721 0.112769 0.380861 0.000682758 0
0.23 0.000979567 -0.0351373 -0.000778672 0.105956 -0.000133024 -0.0708131 0.000717441 0.000697939 0
0.235 0.082704 -0.0155663 -0.152517 0.0647111 -0.0786527 0.0626346 0.281389 0.000713109 0
0.24 0.00107832 -0.0365867 -0.000845453 0.11043 -0.000174833 -0.0738356 0.00080715 0.000728268 0
0.245 0.0829406 -0.0169231 -0.152748 0.069091 -0.0786955 0.0599753 0.281923 0.000743417 0
0.25 0.00118167 -0.0380232 -0.00091489 0.114878 -0.000219651 -0.0768467 0.00090174 0.000758553 0
