0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.002	0.00049213	-0.0468724	0	0.105887	-0.0590143	-0.00049213	0.0428448	0.00481402	0	0.00962792	0	0	0	0.00049213	-0.0468724	0	0.105887	-0.0590143	-0.00049213	0.0385122	-0.00481402	0	0.00962792	0	0	0	0.000908287	0.00025782	-0.00060727
0.004	0.000984261	-0.0937449	0	0.211773	-0.118029	-0.000984261	0.0856896	0.00962802	0	0.0192559	0	0	0	0.000984261	-0.0937449	0	0.211773	-0.118029	-0.000984261	0.0770244	-0.00962802	0	0.0192559	0	0	0	0.00181657	0.000515658	-0.00121454
0.006	0.00147639	-0.140617	0	0.31766	-0.177043	-0.00147639	0.128534	0.014442	0	0.0288838	0	0	0	0.00147639	-0.140617	0	0.31766	-0.177043	-0.00147639	0.115537	-0.014442	0	0.0288838	0	0	0	0.00272486	0.000773478	-0.00182179
0.008	0.00196852	-0.18749	0	0.423547	-0.236057	-0.00196852	0.171379	0.019256	0	0.0385117	0	0	0	0.00196852	-0.18749	0	0.423547	-0.236057	-0.00196852	0.154049	-0.019256	0	0.0385117	0	0	0	0.00363313	0.00103132	-0.00242906
0.01	0.00246065	-0.234362	0	0.529434	-0.295071	-0.00246065	0.214224	0.0240701	0	0.0481396	0	0	0	0.00246065	-0.234362	0	0.529434	-0.295071	-0.00246065	0.192561	-0.0240701	0	0.0481396	0	0	0	0.00454142	0.00128914	-0.00303633
0.012	0.00295278	-0.281235	0	0.63532	-0.354086	-0.00295278	0.257069	0.0288841	0	0.0577675	0	0	0	0.00295278	-0.281235	0	0.63532	-0.354086	-0.00295278	0.231073	-0.0288841	0	0.0577675	0	0	0	0.0054497	0.00154697	-0.0036436
0.014	0.00344491	-0.328107	0	0.741207	-0.4131	-0.00344491	0.299914	0.0336981	0	0.0673955	0	0	0	0.00344491	-0.328107	0	0.741207	-0.4131	-0.00344491	0.269585	-0.0336981	0	0.0673955	0	0	0	0.00635799	0.00180479	-0.00425085
0.016	0.00393704	-0.37498	0	0.847094	-0.472114	-0.00393704	0.342758	0.0385121	0	0.0770234	0	0	0	0.00393704	-0.37498	0	0.847094	-0.472114	-0.00393704	0.308098	-0.0385121	0	0.0770234	0	0	0	0.00726628	0.00206263	-0.00485812
0.018	0.00442917	-0.421852	0	0.952981	-0.531129	-0.00442917	0.385603	0.0433261	0	0.0866513	0	0	0	0.00442917	-0.421852	0	0.952981	-0.531129	-0.00442917	0.34661	-0.0433261	0	0.0866513	0	0	0	0.00817456	0.00232045	-0.00546539
0.02	0.0049213	-0.468724	0	1.05887	-0.590143	-0.0049213	0.428448	0.0481401	0	0.0962792	0	0	0	0.0049213	-0.468724	0	1.05887	-0.590143	-0.0049213	0.385122	-0.0481401	0	0.0962792	0	0	0	0.00908285	0.00257829	-0.00607266
0.022	0.00541344	-0.515597	0	1.16475	-0.649157	-0.00541344	0.471293	0.0529541	0	0.105907	0	0	0	0.00541344	-0.515597	0	1.16475	-0.649157	-0.00541344	0.423634	-0.0529541	0	0.105907	0	0	0	0.00999114	0.00283611	-0.00667993
0.024	0.00590557	-0.562469	0	1.27064	-0.708171	-0.00590557	0.514138	0.0577681	0	0.115535	0	0	0	0.00590557	-0.562469	0	1.27064	-0.708171	-0.00590557	0.462146	-0.0577681	0	0.115535	0	0	0	0.0108994	0.00309395	-0.00728719
0.026	0.0063977	-0.609342	0	1.37653	-0.767186	-0.0063977	0.556983	0.0625821	0	0.125163	0	0	0	0.0063977	-0.609342	0	1.37653	-0.767186	-0.0063977	0.500659	-0.0625821	0	0.125163	0	0	0	0.0118077	0.00335177	-0.00789446
0.028	0.00688983	-0.656214	0	1.48241	-0.8262	-0.00688983	0.599827	0.0673962	0	0.134791	0	0	0	0.00688983	-0.656214	0	1.48241	-0.8262	-0.00688983	0.539171	-0.0673962	0	0.134791	0	0	0	0.012716	0.0036096	-0.00850173
0.03	0.00738196	-0.703087	0	1.5883	-0.885214	-0.00738196	0.642672	0.0722102	0	0.144419	0	0	0	0.00738196	-0.703087	0	1.5883	-0.885214	-0.00738196	0.577683	-0.0722102	0	0.144419	0	0	0	0.0136243	0.00386742	-0.009109
0.032	0.00787407	-0.749959	0	1.69419	-0.944229	-0.00787407	0.685517	0.0770242	0	0.154047	0	0	0	0.00787407	-0.749959	0	1.69419	-0.944229	-0.00787407	0.616195	-0.0770242	0	0.154047	0	0	0	0.0145326	0.00412526	-0.00971625
0.034	0.0083662	-0.796832	0	1.80007	-1.00324	-0.0083662	0.728362	0.0818382	0	0.163675	0	0	0	0.0083662	-0.796832	0	1.80007	-1.00324	-0.0083662	0.654707	-0.0818382	0	0.163675	0	0	0	0.0154408	0.00438308	-0.0103235
0.036	0.00885833	-0.843704	0	1.90596	-1.06226	-0.00885833	0.771207	0.0866522	0	0.173303	0	0	0	0.00885833	-0.843704	0	1.90596	-1.06226	-0.00885833	0.69322	-0.0866522	0	0.173303	0	0	0	0.0163491	0.00464092	-0.0109308
