0.006	3.85E-22	-1	0.1	0.00E+00	0.00E+00	1	0
0.01	1.90E-05	-1.0000001	0.1	0.00E+00	0.00E+00	1	-6.00E-07
0.016	8.60E-05	-1.0000015	0.1	0.00E+00	0.00E+00	1	-7.70E-06
0.02	1.50E-04	-1.0000036	0.1	0.00E+00	0.00E+00	1	-1.77E-05
0.026	2.53E-04	-1.0000088	0.1	0.00E+00	0.00E+00	1	-4.38E-05
0.03	3.21E-04	-1.0000142	0.1	0.00E+00	0.00E+00	1	-7.01E-05
0.036	5.37E-04	-1.000026	0.1	0.00E+00	0.00E+00	1	-0.0001293
0.04	7.45E-04	-1.0000343	0.1	0.00E+00	0.00E+00	1	-0.0001714
0.046	0.001086748	-1.0000405	0.1	0.00E+00	0.00E+00	1	-0.000203
0.05	0.001334797	-1.0000395	0.1	0.00E+00	0.00E+00	1	-0.0001976
0.056	0.001735077	-1.0000304	0.1	0.00E+00	0.00E+00	1	-0.0001522
0.06	0.002019487	-1.0000188	0.1	0.00E+00	0.00E+00	1	-9.47E-05
0.066	0.002469295	-0.9999932	0.1	0.00E+00	0.00E+00	1	3.42E-05
0.07	0.002775434	-0.99997294	0.1	0.00E+00	0.00E+00	1	0.0001372
0.076	0.00340198	-0.9999636	0.1	0.00E+00	0.00E+00	1	0.0001834
0.08	0.003852918	-0.99995667	0.1	0.00E+00	0.00E+00	1	0.0002174
0.086	0.004578544	-0.99993354	0.1	0.00E+00	0.00E+00	1	0.0003324
0.09	0.005092573	-0.9999089	0.1	0.00E+00	0.00E+00	1	0.0004553
0.096	0.005896217	-0.99986255	0.1	0.00E+00	0.00E+00	1	0.0006875
0.1	0.006441746	-0.9998303	0.1	0.00E+00	0.00E+00	1	0.0008492
0.106	0.007265101	-0.99978405	0.1	0.00E+00	0.00E+00	1	0.0010812
0.11	0.007816908	-0.9997547	0.1	0.00E+00	0.00E+00	1	0.0012292
0.116	0.008841691	-0.9996984	0.1	0.00E+00	0.00E+00	1	0.0015114
0.12	0.009558671	-0.9996689	0.1	0.00E+00	0.00E+00	1	0.0016596
0.126	0.010687124	-0.9996236	0.1	0.00E+00	0.00E+00	1	0.0018874
0.13	0.011475637	-0.9995822	0.1	0.00E+00	0.00E+00	1	0.0020952
0.136	0.012694765	-0.9995075	0.1	0.00E+00	0.00E+00	1	0.0024719
0.14	0.013511568	-0.9994175	0.1	0.00E+00	0.00E+00	1	0.0026216
0.146	0.014780252	-0.9992617	0.1	0.00E+00	0.00E+00	1	0.0031425
0.15	0.015622176	-0.99917585	0.1	0.00E+00	0.00E+00	1	0.0035843
0.156	0.016916892	-0.9990358	0.1	0.00E+00	0.00E+00	1	0.0043023
0.16	0.01784981	-0.99892545	0.1	0.00E+00	0.00E+00	1	0.0048639
0.166	0.019273868	-0.9987656	0.1	0.00E+00	0.00E+00	1	0.0056806
0.17	0.020227198	-0.99866205	0.1	0.00E+00	0.00E+00	1	0.0062142
0.176	0.021673752	-0.99849755	0.1	0.00E+00	0.00E+00	1	0.0070611
0.18	0.022676138	-0.9983691	0.1	0.00E+00	0.00E+00	1	0.0077098
0.186	0.024199981	-0.99816656	0.1	0.00E+00	0.00E+00	1	0.0087368
0.19	0.02521614	-0.99803185	0.1	0.00E+00	0.00E+00	1	0.0094277
0.196	0.026796784	-0.997818	0.1	0.00E+00	0.00E+00	1	0.0105161
0.2	0.027922204	-0.99768704	0.1	0.00E+00	0.00E+00	1	0.0111881
0.206	0.029644087	-0.9974942	0.1	0.00E+00	0.00E+00	1	0.012179
0.21	0.030803759	-0.99735683	0.1	0.00E+00	0.00E+00	1	0.0128762
0.216	0.03257145	-0.9971277	0.1	0.00E+00	0.00E+00	1	0.0140403
0.22	0.033780854	-0.99695396	0.1	0.00E+00	0.00E+00	1	0.0149197
0.226	0.035656918	-0.99667853	0.1	0.00E+00	0.00E+00	1	0.0164442
0.23	0.036916435	-0.9964407	0.1	0.00E+00	0.00E+00	1	0.0173137
0.236	0.038856834	-0.9960025	0.1	0.00E+00	0.00E+00	1	0.0186246
0.24	0.040214088	-0.9956901	0.1	0.00E+00	0.00E+00	1	0.0194872
0.246	0.042283293	-0.995305	0.1	0.00E+00	0.00E+00	1	0.0209068
0.25	0.043680523	-0.99506295	0.1	0.00E+00	0.00E+00	1	0.0219597
0.256	0.04578501	-0.99471647	0.1	0.00E+00	0.00E+00	1	0.0237176
0.26	0.04719597	-0.9944754	0.1	0.00E+00	0.00E+00	1	0.0249359
0.266	0.049321827	-0.9941016	0.1	0.00E+00	0.00E+00	1	0.026831
0.27	0.05077629	-0.99382037	0.1	0.00E+00	0.00E+00	1	0.0282242
0.276	0.0529886	-0.99339545	0.1	0.00E+00	0.00E+00	1	0.0304638
0.28	0.05451483	-0.993159	0.1	0.00E+00	0.00E+00	1	0.0316529
0.286	0.056828845	-0.9928307	0.1	0.00E+00	0.00E+00	1	0.0332897
0.29	0.05838654	-0.99260134	0.1	0.00E+00	0.00E+00	1	0.0344121
0.296	0.060751744	-0.9922076	0.1	0.00E+00	0.00E+00	1	0.0361611
0.3	0.06234233	-0.99186563	0.1	0.00E+00	0.00E+00	1	0.0372621
0.306	0.0647301	-0.99131876	0.1	0.00E+00	0.00E+00	1	0.0388754
0.31	0.06635078	-0.9909534	0.1	0.00E+00	0.00E+00	1	0.0401406
0.316	0.068828784	-0.99037737	0.1	0.00E+00	0.00E+00	1	0.042224
0.32	0.070488244	-0.9899917	0.1	0.00E+00	0.00E+00	1	0.0436329
0.326	0.07309001	-0.9893809	0.1	0.00E+00	0.00E+00	1	0.0455208
0.33	0.07481751	-0.989051	0.1	0.00E+00	0.00E+00	1	0.0469034
0.336	0.07741603	-0.9885782	0.1	0.00E+00	0.00E+00	1	0.0490878
